NOMFASE;NUMRODADA;NOMSELECAO;NOMJOGADOR;NOMPOSICAO;NUMCAMISA;INDTITULARIDADE
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-BURAYK;LAD;6;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;KANNO;VOL;23;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-MALKI;VOL;8;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-FARAJ;VOL;7;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-ABID;MEC;18;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-AMRI;ZAD;4;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-SHEHRI;ATA;11;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-GHANAM;LAD;2;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;SALEM AL-DAWSARI;ATA;10;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-BRIKAN;ATA;9;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;ASIRI;ATA;25;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-YAMI;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-AQIDI;GOL;22;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;NASSER AL-DAWSARI;LAE;24;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;MADU;ZAE;3;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;OTAYF;VOL;14;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-HASSAN;VOL;15;TITULAR
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;SHARAHILI;VOL;26;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-NAJI;MEC;16;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;BAHBRI;MEC;19;RESERVA
FASE DE GRUPO;3ª RODADA;ARÁBIA SAUDITA;AL-OBUD;ATA;20;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;OCHOA;GOL;13;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;JORGE SÁNCHEZ;LAD;19;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;MONTES;ZAD;3;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;HÉCTOR MORENO;ZAE;15;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;GALLARDO;LAE;23;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;EDSON ÁLVAREZ;VOL;4;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;HÉCTOR HERRERA;VOL;16;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;CARLOS RODRÍGUEZ;VOL;8;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;LUIS CHÁVEZ;VOL;24;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;LOZANO;ATA;22;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;HENRY MARTÍN;ATA;20;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;RAÚL JIMÉNEZ;ATA;9;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;VEGA;ATA;10;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;ANTUNA;ATA;21;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;TALAVERA;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;COTA;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;KEVIN ÁLVAREZ;LAD;26;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;NÉSTOR ARAÚJO;ZAD;2;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;VÁSQUEZ;ZAE;5;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;ARTEAGA;LAE;6;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;ROMO;VOL;7;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;ÉRICK GUTIÉRREZ;VOL;14;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;PINEDA;VOL;17;TITULAR
FASE DE GRUPO;3ª RODADA;MÉXICO;GUARDADO;VOL;18;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;ALVARADO;MEC;25;RESERVA
FASE DE GRUPO;3ª RODADA;MÉXICO;FUNES MORI;ATA;11;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;SCHMEICHEL;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;ANDERSEN;ZAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;KJAER;ZAG;4;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;JENSEN;VOL;7;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;ANDREAS CHRISTENSEN;ZAE;6;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;KRISTENSEN;LAD;13;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;HÖJBJERG;VOL;23;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;DELANEY;VOL;8;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;DAMSGAARD;MEC;14;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;ERIKSEN;MEC;10;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;MAEHLE;LAE;5;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;SKOV OLSEN;ATA;11;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;LINDSTRÖM;MEC;25;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;DOLBERG;ATA;12;TITULAR
FASE DE GRUPO;1ª RODADA;DINAMARCA;CORNELIUS;ATA;21;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;OLIVER CHRISTENSEN;GOL;16;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;RÖNNOW;GOL;22;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;STRYGER LARSEN;LAD;17;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;BAH;LAD;26;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;NELSSON;ZAD;3;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;NÖRGAARD;VOL;15;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;WASS;VOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;SKOV;MEC;24;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;BRAITHWAITE;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;WIND;ATA;19;RESERVA
FASE DE GRUPO;1ª RODADA;DINAMARCA;POULSEN;ATA;20;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;DAHMEN;GOL;16;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;TALBI;ZAD;3;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;BRONN;ZAG;6;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;MERIAH;ZAE;4;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;DRÄGER;LAD;20;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;KECHRIDA;LAD;21;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;SKHIRI;VOL;17;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;LAÏDOUNI;VOL;14;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;SASSI;VOL;13;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;ABDI;LAE;24;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;SLIMANE;ATA;25;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;SLITI;MEC;23;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;JEBALI;ATA;9;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;KHENISSI;ATA;11;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;MSAKNI;ATA;7;TITULAR
FASE DE GRUPO;1ª RODADA;TUNÍSIA;HANNIBAL MEJBRI;MEC;8;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;BALBOULI;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;BEN SAID;GOL;22;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;HASSEN;GOL;26;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;IFA;ZAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;GHANDRI;ZAD;5;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;MAALOUL;LAE;12;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;BEN ROMDHANE;VOL;15;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;CHAALALI;VOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;KHAZRI;ATA;10;RESERVA
FASE DE GRUPO;1ª RODADA;TUNÍSIA;JAZIRI;ATA;19;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;LLORIS;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;PAVARD;LAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;KOUNDÉ;ZAD;5;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;KONATÉ;ZAD;24;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;UPAMECANO;ZAE;18;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;LUCAS HERNÁNDEZ;LAE;21;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;THEO HERNÁNDEZ;LAE;22;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;RABIOT;VOL;14;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;TCHOUAMÉNI;VOL;8;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;FOFANA;VOL;13;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;GRIEZMANN;MEC;7;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;DEMBÉLÉ;ATA;11;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;COMAN;ATA;20;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;GIROUD;ATA;9;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;THURAM;ATA;26;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;MBAPPÉ;ATA;10;TITULAR
FASE DE GRUPO;1ª RODADA;FRANÇA;MANDANDA;GOL;16;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;AREOLA;GOL;23;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;DISASI;ZAD;3;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;VARANE;ZAD;4;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;SALIBA;ZAD;17;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;GUENDOUZI;VOL;6;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;VERETOUT;VOL;15;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;CAMAVINGA;VOL;25;RESERVA
FASE DE GRUPO;1ª RODADA;FRANÇA;KOLO MUANI;ATA;12;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;MAT RYAN;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;ATKINSON;LAD;3;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;DEGENEK;ZAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;SOUTTAR;ZAD;19;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;ROWLES;ZAE;4;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;BEHICH;LAE;16;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;MOOY;VOL;13;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;MCGREE;VOL;14;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;MABIL;MEC;11;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;IRVINE;VOL;22;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;BACCUS;VOL;26;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;GOODWIN;MEC;23;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;KUOL;ATA;21;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;LECKIE;ATA;7;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;DUKE;ATA;15;TITULAR
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;CUMMINGS;ATA;25;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;REDMAYNE;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;VUKOVIC;GOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;KARACIC;LAD;5;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;DENG;ZAD;20;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;KING;LAE;24;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;DEVLIN;VOL;17;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;TILIO;MEC;6;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;HRUSTIC;MEC;10;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;MACLAREN;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;AUSTRÁLIA;WRIGHT;ZAD;8;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;DAHMEN;GOL;16;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;TALBI;ZAD;3;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;BRONN;ZAG;6;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;MERIAH;ZAE;4;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;DRÄGER;LAD;20;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;KECHRIDA;LAD;21;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;SKHIRI;VOL;17;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;LAÏDOUNI;VOL;14;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;SASSI;VOL;13;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;ABDI;LAE;24;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;SLIMANE;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;SLITI;MEC;23;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;JEBALI;ATA;9;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;KHENISSI;ATA;11;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;MSAKNI;ATA;7;TITULAR
FASE DE GRUPO;2ª RODADA;TUNÍSIA;HANNIBAL MEJBRI;MEC;8;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;BALBOULI;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;BEN SAID;GOL;22;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;HASSEN;GOL;26;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;IFA;ZAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;GHANDRI;ZAD;5;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;MAALOUL;LAE;12;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;BEN ROMDHANE;VOL;15;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;CHAALALI;VOL;18;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;KHAZRI;ATA;10;RESERVA
FASE DE GRUPO;2ª RODADA;TUNÍSIA;JAZIRI;ATA;19;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;MAT RYAN;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;ATKINSON;LAD;3;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;DEGENEK;ZAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;SOUTTAR;ZAD;19;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;ROWLES;ZAE;4;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;BEHICH;LAE;16;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;MOOY;VOL;13;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;MCGREE;VOL;14;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;MABIL;MEC;11;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;IRVINE;VOL;22;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;BACCUS;VOL;26;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;GOODWIN;MEC;23;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;KUOL;ATA;21;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;LECKIE;ATA;7;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;DUKE;ATA;15;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;CUMMINGS;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;REDMAYNE;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;VUKOVIC;GOL;18;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;KARACIC;LAD;5;TITULAR
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;DENG;ZAD;20;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;KING;LAE;24;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;DEVLIN;VOL;17;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;TILIO;MEC;6;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;HRUSTIC;MEC;10;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;MACLAREN;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;AUSTRÁLIA;WRIGHT;ZAD;8;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;SCHMEICHEL;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;ANDERSEN;ZAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;KJAER;ZAG;4;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;JENSEN;VOL;7;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;ANDREAS CHRISTENSEN;ZAE;6;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;KRISTENSEN;LAD;13;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;HÖJBJERG;VOL;23;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;DELANEY;VOL;8;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;DAMSGAARD;MEC;14;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;ERIKSEN;MEC;10;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;MAEHLE;LAE;5;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;SKOV OLSEN;ATA;11;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;LINDSTRÖM;MEC;25;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;DOLBERG;ATA;12;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;CORNELIUS;ATA;21;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;OLIVER CHRISTENSEN;GOL;16;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;RÖNNOW;GOL;22;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;STRYGER LARSEN;LAD;17;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;BAH;LAD;26;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;NELSSON;ZAD;3;TITULAR
FASE DE GRUPO;2ª RODADA;DINAMARCA;NÖRGAARD;VOL;15;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;WASS;VOL;18;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;SKOV;MEC;24;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;BRAITHWAITE;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;WIND;ATA;19;RESERVA
FASE DE GRUPO;2ª RODADA;DINAMARCA;POULSEN;ATA;20;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;LLORIS;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;PAVARD;LAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;KOUNDÉ;ZAD;5;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;KONATÉ;ZAD;24;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;UPAMECANO;ZAE;18;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;LUCAS HERNÁNDEZ;LAE;21;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;THEO HERNÁNDEZ;LAE;22;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;RABIOT;VOL;14;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;TCHOUAMÉNI;VOL;8;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;FOFANA;VOL;13;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;GRIEZMANN;MEC;7;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;DEMBÉLÉ;ATA;11;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;COMAN;ATA;20;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;GIROUD;ATA;9;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;THURAM;ATA;26;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;MBAPPÉ;ATA;10;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;MANDANDA;GOL;16;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;AREOLA;GOL;23;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;DISASI;ZAD;3;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;VARANE;ZAD;4;TITULAR
FASE DE GRUPO;2ª RODADA;FRANÇA;SALIBA;ZAD;17;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;GUENDOUZI;VOL;6;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;VERETOUT;VOL;15;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;CAMAVINGA;VOL;25;RESERVA
FASE DE GRUPO;2ª RODADA;FRANÇA;KOLO MUANI;ATA;12;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;DAHMEN;GOL;16;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;TALBI;ZAD;3;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;BRONN;ZAG;6;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;MERIAH;ZAE;4;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;DRÄGER;LAD;20;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;KECHRIDA;LAD;21;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;SKHIRI;VOL;17;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;LAÏDOUNI;VOL;14;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;SASSI;VOL;13;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;ABDI;LAE;24;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;SLIMANE;ATA;25;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;SLITI;MEC;23;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;JEBALI;ATA;9;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;KHENISSI;ATA;11;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;MSAKNI;ATA;7;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;HANNIBAL MEJBRI;MEC;8;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;BALBOULI;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;BEN SAID;GOL;22;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;HASSEN;GOL;26;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;IFA;ZAD;2;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;GHANDRI;ZAD;5;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;MAALOUL;LAE;12;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;BEN ROMDHANE;VOL;15;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;CHAALALI;VOL;18;RESERVA
FASE DE GRUPO;3ª RODADA;TUNÍSIA;KHAZRI;ATA;10;TITULAR
FASE DE GRUPO;3ª RODADA;TUNÍSIA;JAZIRI;ATA;19;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;LLORIS;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;PAVARD;LAD;2;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;KOUNDÉ;ZAD;5;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;KONATÉ;ZAD;24;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;UPAMECANO;ZAE;18;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;LUCAS HERNÁNDEZ;LAE;21;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;THEO HERNÁNDEZ;LAE;22;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;RABIOT;VOL;14;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;TCHOUAMÉNI;VOL;8;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;FOFANA;VOL;13;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;GRIEZMANN;MEC;7;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;DEMBÉLÉ;ATA;11;RESERVA
